,epoch,variable,value
347,48,val_accuracy,0.6283310055732727
348,49,val_accuracy,0.7896212935447693
349,50,val_accuracy,0.8555399775505066
350,51,val_accuracy,0.7629733681678772
351,52,val_accuracy,0.6395511627197266
352,53,val_accuracy,0.8597475290298462
353,54,val_accuracy,0.782608687877655
354,55,val_accuracy,0.8106591701507568
355,56,val_accuracy,0.6984572410583496
356,57,val_accuracy,0.8597475290298462
357,58,val_accuracy,0.573632538318634
358,59,val_accuracy,0.747545599937439
359,60,val_accuracy,0.6563814878463745
360,61,val_accuracy,0.6984572410583496
361,62,val_accuracy,0.8176718354225159
362,63,val_accuracy,0.7293127775192261
363,64,val_accuracy,0.36886394023895264
364,65,val_accuracy,0.8541374206542969
365,66,val_accuracy,0.8569424748420715
366,67,val_accuracy,0.8330996036529541
367,68,val_accuracy,0.8849930167198181
368,69,val_accuracy,0.8485273718833923
369,70,val_accuracy,0.6521739363670349
370,71,val_accuracy,0.8765778541564941
371,72,val_accuracy,0.851332426071167
372,73,val_accuracy,0.9116409420967102
373,74,val_accuracy,0.8625525832176208
374,75,val_accuracy,0.7671809196472168
375,76,val_accuracy,0.8892005681991577
376,77,val_accuracy,0.6507713794708252
377,78,val_accuracy,0.8499298691749573
378,79,val_accuracy,0.834502100944519
379,80,val_accuracy,0.8120617270469666
380,81,val_accuracy,0.8709677457809448
381,82,val_accuracy,0.8611500859260559
382,83,val_accuracy,0.9200561046600342
383,84,val_accuracy,0.844319760799408
384,85,val_accuracy,0.8597475290298462
385,86,val_accuracy,0.842917263507843
386,87,val_accuracy,0.8527349233627319
387,88,val_accuracy,0.8639551401138306
388,89,val_accuracy,0.6732117533683777
389,90,val_accuracy,0.9088358879089355
390,91,val_accuracy,0.8120617270469666
391,92,val_accuracy,0.8316970467567444
392,93,val_accuracy,0.7461430430412292
393,94,val_accuracy,0.6199158430099487
394,95,val_accuracy,0.8737727999687195
395,96,val_accuracy,0.8653576374053955
396,97,val_accuracy,0.5511921644210815
397,98,val_accuracy,0.791023850440979
398,99,val_accuracy,0.6002805233001709
399,100,val_accuracy,0.8934081196784973
